"id","created_at","updated_at","event_type","payload","device_id","uuid","device_type","company_id"
3636261,"2023-06-10 21:04:36.858971+00","2023-06-10 21:04:36.858972+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""toyz"",""Payload"":""C:704LT:35.4947LG:-119.2971IT:-2.6839ET:-0.0000IP:23470.5736EP:9.9604e\u002B12IA:10769.8631EA:-9.4385e\u002B206MX:283MY:-18MZ:-278AX:-8AY:1AZ:-1GX:4GY:-3,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636301,"2023-06-10 21:24:12.194599+00","2023-06-10 21:24:12.1946+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""lf7:"",""Payload"":""C:737LT:35.5402LG:-119.2942IT:-9.8417ET:-0.0000IP:16679.5439EP:9.9604e\u002B12IA:12881.8242EA:-9.4385e\u002B206MX:326MY:33MZ:-219AX:-11AY:1AZ:-1GX:-3GY:-1,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636302,"2023-06-10 21:24:17.36735+00","2023-06-10 21:24:17.367351+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""wzzc"",""Payload"":""C:748LT:35.5556LG:-119.2906IT:-11.1458ET:-0.0000IP:14222.3725EP:9.9604e\u002B12IA:13821.2270EA:-9.4385e\u002B206MX:355MY:264MZ:-275AX:-18AY:2AZ:0GX:-1GY:10,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636313,"2023-06-10 21:28:08.106425+00","2023-06-10 21:28:08.106426+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""tvol"",""Payload"":""C:759LT:35.5596LG:-119.2887IT:-12.1043ET:-0.0000IP:12995.3224EP:9.9604e\u002B12IA:14340.5822EA:-9.4385e\u002B206MX:314MY:180MZ:-195AX:-18AY:1AZ:0GX:-5GY:2,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636314,"2023-06-10 21:28:09.291308+00","2023-06-10 21:28:09.291309+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""tvol"",""Payload"":""C:759LT:35.5596LG:-119.2887IT:-12.1043ET:-0.0000IP:12995.3224EP:9.9604e\u002B12IA:14340.5822EA:-9.4385e\u002B206MX:314MY:180MZ:-195AX:-18AY:1AZ:0GX:-5GY:2,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636317,"2023-06-10 21:29:48.420531+00","2023-06-10 21:29:48.420532+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""gdrk"",""Payload"":""C:792LT:35.5786LG:-119.2896IT:-11.7267ET:-0.0000IP:8311.6866EP:9.9604e\u002B12IA:16785.6719EA:-9.4385e\u002B206MX:350MY:261MZ:-221AX:-11AY:1AZ:0GX:-7GY:2"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636318,"2023-06-10 21:29:49.952118+00","2023-06-10 21:29:49.952119+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""gdrk"",""Payload"":""C:792LT:35.5786LG:-119.2896IT:-11.7267ET:-0.0000IP:8311.6866EP:9.9604e\u002B12IA:16785.6719EA:-9.4385e\u002B206MX:350MY:261MZ:-221AX:-11AY:1AZ:0GX:-7GY:2"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636319,"2023-06-10 21:30:37.932966+00","2023-06-10 21:30:37.932967+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""dxkg"",""Payload"":""C:803LT:35.5799LG:-119.2898IT:-11.6521ET:-0.0000IP:8122.8575EP:9.9604e\u002B12IA:16905.8624EA:-9.4385e\u002B206MX:343MY:117MZ:-296AX:-10AY:1AZ:0GX:-8GY:0,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636320,"2023-06-10 21:30:38.728138+00","2023-06-10 21:30:38.728139+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""dxkg"",""Payload"":""C:803LT:35.5799LG:-119.2898IT:-11.6521ET:-0.0000IP:8122.8575EP:9.9604e\u002B12IA:16905.8624EA:-9.4385e\u002B206MX:343MY:117MZ:-296AX:-10AY:1AZ:0GX:-8GY:0,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636321,"2023-06-10 21:30:53.380786+00","2023-06-10 21:30:53.380787+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""6iwe"",""Payload"":""C:814LT:35.5849LG:-119.2884IT:-11.1797ET:-0.0000IP:6760.4797EP:9.9604e\u002B12IA:17847.4068EA:-9.4385e\u002B206MX:305MY:115MZ:-315AX:-8AY:1AZ:0GX:-4GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636322,"2023-06-10 21:30:54.177397+00","2023-06-10 21:30:54.177398+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""6iwe"",""Payload"":""C:814LT:35.5849LG:-119.2884IT:-11.1797ET:-0.0000IP:6760.4797EP:9.9604e\u002B12IA:17847.4068EA:-9.4385e\u002B206MX:305MY:115MZ:-315AX:-8AY:1AZ:0GX:-4GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636325,"2023-06-10 21:31:35.563726+00","2023-06-10 21:31:35.563727+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""pwcj"",""Payload"":""C:825LT:35.5854LG:-119.2902IT:-11.1164ET:-0.0000IP:6554.4048EP:9.9604e\u002B12IA:18002.9537EA:-9.4385e\u002B206MX:341MY:225MZ:-212AX:-11AY:1AZ:0GX:-5GY:-1,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636326,"2023-06-10 21:31:36.372438+00","2023-06-10 21:31:36.372439+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""pwcj"",""Payload"":""C:825LT:35.5854LG:-119.2902IT:-11.1164ET:-0.0000IP:6554.4048EP:9.9604e\u002B12IA:18002.9537EA:-9.4385e\u002B206MX:341MY:225MZ:-212AX:-11AY:1AZ:0GX:-5GY:-1,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636327,"2023-06-10 21:31:39.411023+00","2023-06-10 21:31:39.411024+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""o3v5"",""Payload"":""C:836LT:35.5863LG:-119.2916IT:-11.0553ET:-0.0000IP:6387.1468EP:9.9604e\u002B12IA:18132.1401EA:-9.4385e\u002B206MX:353MY:77MZ:-284AX:-10AY:1AZ:0GX:-8GY:1,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636328,"2023-06-10 21:31:40.218608+00","2023-06-10 21:31:40.218609+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""o3v5"",""Payload"":""C:836LT:35.5863LG:-119.2916IT:-11.0553ET:-0.0000IP:6387.1468EP:9.9604e\u002B12IA:18132.1401EA:-9.4385e\u002B206MX:353MY:77MZ:-284AX:-10AY:1AZ:0GX:-8GY:1,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636329,"2023-06-10 21:31:56.369936+00","2023-06-10 21:31:56.369937+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""wo4u"",""Payload"":""C:847LT:35.5874LG:119.2926IT:-11.0101ET:-0.0000IP:6224.6195EP:9.9604e\u002B12IA:18260.3238EA:-9.4385e\u002B206MX:365MY:252MZ:-243AX:-11AY:1AZ:0GX:-7GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636330,"2023-06-10 21:31:57.188255+00","2023-06-10 21:31:57.188256+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""wo4u"",""Payload"":""C:847LT:35.5874LG:119.2926IT:-11.0101ET:-0.0000IP:6224.6195EP:9.9604e\u002B12IA:18260.3238EA:-9.4385e\u002B206MX:365MY:252MZ:-243AX:-11AY:1AZ:0GX:-7GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636332,"2023-06-10 21:32:46.229516+00","2023-06-10 21:32:46.229517+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""twtw"",""Payload"":""C:891LT:35.5910LG:-119.3040IT:-10.2597ET:-0.0000IP:4661.8073EP:9.9604e\u002B12IA:19655.8336EA:-9.4385e\u002B206MX:367MY:156MZ:-269AX:-10AY:1AZ:0GX:-3GY:1,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636333,"2023-06-10 21:32:47.444946+00","2023-06-10 21:32:47.444947+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""twtw"",""Payload"":""C:891LT:35.5910LG:-119.3040IT:-10.2597ET:-0.0000IP:4661.8073EP:9.9604e\u002B12IA:19655.8336EA:-9.4385e\u002B206MX:367MY:156MZ:-269AX:-10AY:1AZ:0GX:-3GY:1,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636334,"2023-06-10 21:33:04.107551+00","2023-06-10 21:33:04.107552+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""e0yh"",""Payload"":""C:913LT:35.5940LG:-119.3060IT:-9.9185ET:-0.0000IP:4244.3693EP:9.9604e\u002B12IA:20092.3978EA:-9.4385e\u002B206MX:317MY:-18MZ:-241AX:-10AY:1AZ:0GX:-7GY:-1,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636335,"2023-06-10 21:33:05.380153+00","2023-06-10 21:33:05.380154+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""e0yh"",""Payload"":""C:913LT:35.5940LG:-119.3060IT:-9.9185ET:-0.0000IP:4244.3693EP:9.9604e\u002B12IA:20092.3978EA:-9.4385e\u002B206MX:317MY:-18MZ:-241AX:-10AY:1AZ:0GX:-7GY:-1,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636336,"2023-06-10 21:33:09.108979+00","2023-06-10 21:33:09.10898+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""4oky"",""Payload"":""C:924LT:35.5942LG:-119.3070IT:-9.8010ET:-0.0000IP:4122.2215EP:9.9604e\u002B12IA:20226.7080EA:-9.4385e\u002B206MX:324MY:288MZ:-285AX:-7AY:1AZ:0GX:-3GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636337,"2023-06-10 21:33:09.438852+00","2023-06-10 21:33:09.438853+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""4oky"",""Payload"":""C:924LT:35.5942LG:-119.3070IT:-9.8010ET:-0.0000IP:4122.2215EP:9.9604e\u002B12IA:20226.7080EA:-9.4385e\u002B206MX:324MY:288MZ:-285AX:-7AY:1AZ:0GX:-3GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636338,"2023-06-10 21:33:53.93464+00","2023-06-10 21:33:53.934641+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""hx38"",""Payload"":""C:935LT:35.5938LG:-119.3077IT:-9.6925ET:-0.0000IP:3998.7950EP:9.9604e\u002B12IA:20365.7383EA:-9.4385e\u002B206MX:341MY:67MZ:-284AX:-10AY:1AZ:0GX:-4GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636339,"2023-06-10 21:33:54.743821+00","2023-06-10 21:33:54.743822+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""hx38"",""Payload"":""C:935LT:35.5938LG:-119.3077IT:-9.6925ET:-0.0000IP:3998.7950EP:9.9604e\u002B12IA:20365.7383EA:-9.4385e\u002B206MX:341MY:67MZ:-284AX:-10AY:1AZ:0GX:-4GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636340,"2023-06-10 21:34:00.641172+00","2023-06-10 21:34:00.641178+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""jx5p"",""Payload"":""C:946LT:35.5929LG:-119.3077IT:-9.5886ET:-0.0000IP:3910.4130EP:9.9604e\u002B12IA:20467.4444EA:-9.4385e\u002B206MX:278MY:117MZ:-320AX:-9AY:1AZ:0GX:-5GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636341,"2023-06-10 21:34:01.426979+00","2023-06-10 21:34:01.42698+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""jx5p"",""Payload"":""C:946LT:35.5929LG:-119.3077IT:-9.5886ET:-0.0000IP:3910.4130EP:9.9604e\u002B12IA:20467.4444EA:-9.4385e\u002B206MX:278MY:117MZ:-320AX:-9AY:1AZ:0GX:-5GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636342,"2023-06-10 21:34:15.479217+00","2023-06-10 21:34:15.479218+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""kxx0"",""Payload"":""C:957LT:35.5877LG:-119.3176IT:-9.1050ET:-0.0000IP:3569.8304EP:9.9604e\u002B12IA:20877.6686EA:-9.4385e\u002B206MX:336MY:33MZ:-276AX:-9AY:1AZ:0GX:-3GY:0,GZ:-"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636343,"2023-06-10 21:34:16.691271+00","2023-06-10 21:34:16.691272+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""kxx0"",""Payload"":""C:957LT:35.5877LG:-119.3176IT:-9.1050ET:-0.0000IP:3569.8304EP:9.9604e\u002B12IA:20877.6686EA:-9.4385e\u002B206MX:336MY:33MZ:-276AX:-9AY:1AZ:0GX:-3GY:0,GZ:-"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636344,"2023-06-10 21:34:21.288673+00","2023-06-10 21:34:21.288674+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""uj4u"",""Payload"":""C:968LT:35.5875LG:119.3217IT:-8.9649ET:-0.0000IP:3480.7152EP:9.9604e\u002B12IA:20990.2200EA:-9.4385e\u002B206MX:324MY:326MZ:-243AX:-9AY:1AZ:0GX:-4GY:-2,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636345,"2023-06-10 21:34:22.514966+00","2023-06-10 21:34:22.514968+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""uj4u"",""Payload"":""C:968LT:35.5875LG:119.3217IT:-8.9649ET:-0.0000IP:3480.7152EP:9.9604e\u002B12IA:20990.2200EA:-9.4385e\u002B206MX:324MY:326MZ:-243AX:-9AY:1AZ:0GX:-4GY:-2,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636346,"2023-06-10 21:34:51.154075+00","2023-06-10 21:34:51.154076+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""h1fp"",""Payload"":""C:979LT:35.5877LG:-119.3258IT:-8.7887ET:-0.0000IP:3373.1374EP:9.9604e\u002B12IA:21129.2413EA:-9.4385e\u002B206MX:345MY:276MZ:-271AX:-11AY:1AZ:0GX:-3GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636347,"2023-06-10 21:34:52.725225+00","2023-06-10 21:34:52.725226+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""h1fp"",""Payload"":""C:979LT:35.5877LG:-119.3258IT:-8.7887ET:-0.0000IP:3373.1374EP:9.9604e\u002B12IA:21129.2413EA:-9.4385e\u002B206MX:345MY:276MZ:-271AX:-11AY:1AZ:0GX:-3GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636348,"2023-06-10 21:34:55.386087+00","2023-06-10 21:34:55.386088+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""3xpx"",""Payload"":""C:990LT:35.5883LG:-119.3393IT:-7.8332ET:-0.0000IP:2849.3326EP:9.9604e\u002B12IA:21862.4715EA:-9.4385e\u002B206MX:242MY:-76MZ:-248AX:-8AY:1AZ:0GX:-7GY:0,GZ:1"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636349,"2023-06-10 21:34:56.130505+00","2023-06-10 21:34:56.130506+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""3xpx"",""Payload"":""C:990LT:35.5883LG:-119.3393IT:-7.8332ET:-0.0000IP:2849.3326EP:9.9604e\u002B12IA:21862.4715EA:-9.4385e\u002B206MX:242MY:-76MZ:-248AX:-8AY:1AZ:0GX:-7GY:0,GZ:1"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636354,"2023-06-10 21:35:15.178579+00","2023-06-10 21:35:15.17858+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""cu6d"",""Payload"":""C:1001LT:35.5900LG:-119.3423IT:-7.2911ET:-0.0000IP:2617.2254EP:9.9604e\u002B12IA:22222.8360EA:-9.4385e\u002B206MX:309MY:-14MZ:-254AX:-10AY:1AZ:0GX:-5GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636356,"2023-06-10 21:36:29.390014+00","2023-06-10 21:36:29.390015+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""y3x1"",""Payload"":""C:1023LT:35.5918LG:-119.3447IT:-6.9614ET:-0.0000IP:2486.8231EP:9.9604e\u002B12IA:22436.8021EA:-9.4385e\u002B206MX:353MY:144MZ:-212AX:-10AY:1AZ:0GX:-4GY:0,GZ:-"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636357,"2023-06-10 21:36:30.169969+00","2023-06-10 21:36:30.16997+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""y3x1"",""Payload"":""C:1023LT:35.5918LG:-119.3447IT:-6.9614ET:-0.0000IP:2486.8231EP:9.9604e\u002B12IA:22436.8021EA:-9.4385e\u002B206MX:353MY:144MZ:-212AX:-10AY:1AZ:0GX:-4GY:0,GZ:-"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636359,"2023-06-10 21:37:05.031372+00","2023-06-10 21:37:05.031373+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""ur9w"",""Payload"":""C:1034LT:35.5938LG:-119.3465IT:-6.4646ET:-0.0000IP:2317.8814EP:9.9604e\u002B12IA:22727.9488EA:-9.4385e\u002B206MX:350MY:113MZ:-272AX:-8AY:1AZ:0GX:-5GY:-1,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636364,"2023-06-10 21:40:55.492753+00","2023-06-10 21:40:55.492754+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""rr0d"",""Payload"":""C:1067LT:35.5949LG:119.3500IT:-4.4960ET:-0.0000IP:1769.2358EP:9.9604e\u002B12IA:23810.2366EA:-9.4385e\u002B206MX:345MY:237MZ:-209AX:-10AY:1AZ:0GX:-5GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636365,"2023-06-10 21:41:34.703272+00","2023-06-10 21:41:34.703273+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""49b6"",""Payload"":""C:1089LT:35.6000LG:-119.3653IT:-3.1487ET:-0.0000IP:1464.5402EP:9.9604e\u002B12IA:24535.1553EA:-9.4385e\u002B206MX:321MY:12MZ:-222AX:-10AY:1AZ:0GX:-5GY:0,GZ:1"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636371,"2023-06-10 21:48:06.826071+00","2023-06-10 21:48:06.826072+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""w98i"",""Payload"":""C:1122LT:35.5981LG:-119.3861IT:0.3382ET:-0.0000IP:955.8827EP:9.9604e\u002B12IA:26078.8148EA:-9.4385e\u002B206MX:317MY:249MZ:-271AX:-9AY:1AZ:0GX:-7GY:1,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636375,"2023-06-10 21:49:38.974725+00","2023-06-10 21:49:38.974726+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""jxin"",""Payload"":""C:1133LT:35.5976LG:-119.3890IT:0.6178ET:-0.0000IP:926.1689EP:9.9604e\u002B12IA:26188.1621EA:-9.4385e\u002B206MX:281MY:-9MZ:-264AX:-9AY:1AZ:0GX:-7GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636384,"2023-06-10 21:57:50.187963+00","2023-06-10 21:57:50.187964+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""2grv"",""Payload"":""C:1166LT:35.6053LG:-119.4317IT:4.6715ET:-0.0000IP:589.4907EP:9.9604e\u002B12IA:27682.7346EA:-9.4385e\u002B206MX:317MY:293MZ:-255AX:-9AY:1AZ:0GX:-4GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636385,"2023-06-10 21:58:28.427955+00","2023-06-10 21:58:28.427956+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""yo04"",""Payload"":""C:1177LT:35.6066LG:-119.4392IT:5.3224ET:-0.0000IP:546.8688EP:9.9604e\u002B12IA:27918.7952EA:-9.4385e\u002B206MX:343MY:233MZ:-248AX:-9AY:1AZ:0GX:-4GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636387,"2023-06-10 22:01:28.72291+00","2023-06-10 22:01:28.722911+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""qp1c"",""Payload"":""C:1188LT:35.6070LG:-119.4427IT:5.6287ET:-0.0000IP:526.6229EP:9.9604e\u002B12IA:28036.1849EA:-9.4385e\u002B206MX:-158MY:288MZ:-262AX:-1AY:-1AZ:-2GX:33GY:32"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636388,"2023-06-10 22:04:40.544518+00","2023-06-10 22:04:40.54452+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""63l7"",""Payload"":""C:1199LT:infLG:infIT:6.5090ET:-0.0000IP:1576.6556EP:9.9604e\u002B12IA:24255.3354EA:-9.4385e\u002B206MX:367MY:182MZ:-213AX:-14AY:2AZ:0GX:-5GY:-8,GZ:-1"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636389,"2023-06-10 22:07:14.540212+00","2023-06-10 22:07:14.540213+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""fgb3"",""Payload"":""C:1210LT:infLG:infIT:1.0551ET:-0.0000IP:6656.3997EP:9.9604e\u002B12IA:17925.4799EA:-9.4385e\u002B206MX:353MY:211MZ:-212AX:-11AY:2AZ:0GX:4GY:5,GZ:5"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636391,"2023-06-10 22:31:23.495502+00","2023-06-10 22:31:23.495503+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""xj:z"",""Payload"":""C:1221LT:infLG:infIT:-0.9922ET:-0.0000IP:8879.5953EP:9.9604e\u002B12IA:16437.0523EA:-9.4385e\u002B206MX:194MY:45MZ:-170AX:-12AY:1AZ:-1GX:14GY:-2,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636392,"2023-06-10 22:31:32.985791+00","2023-06-10 22:31:32.985792+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""2jcm"",""Payload"":""C:1232LT:infLG:infIT:-21.7126ET:-0.0000IP:19490.4094EP:9.9604e\u002B12IA:11935.8641EA:-9.4385e\u002B206MX:348MY:31MZ:-268AX:-12AY:0AZ:-1GX:7GY:-4,GZ:1"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636394,"2023-06-10 22:48:02.479673+00","2023-06-10 22:48:02.479674+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""i0f4"",""Payload"":""C:374LT:35.3552LG:-119.2907IT:34.1060ET:-0.0000IP:100002.9857EP:9.9604e\u002B12IA:110.6498EA:-9.4385e\u002B206MX:338MY:221MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636397,"2023-06-10 22:48:06.060371+00","2023-06-10 22:48:06.060372+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""ikrw"",""Payload"":""C:429LT:35.3552LG:-119.2907IT:33.7660ET:-0.0000IP:99994.2113EP:9.9604e\u002B12IA:111.3882EA:-9.4385e\u002B206MX:329MY:141MZ:-152AX:-9AY:1AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636398,"2023-06-10 22:56:51.692883+00","2023-06-10 22:56:51.692884+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""kvey"",""Payload"":""C:1254LT:35.6701LG:-119.4756IT:-24.4960ET:-0.0000IP:33138.6653EP:9.9604e\u002B12IA:8492.9659EA:-9.4385e\u002B206MX:321MY:259MZ:-228AX:-9AY:1AZ:0GX:4GY:0,GZ:-"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636399,"2023-06-10 22:57:02.436602+00","2023-06-10 22:57:02.436603+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""z05p"",""Payload"":""C:1265LT:35.6734LG:-119.4772IT:-24.3260ET:-0.0000IP:34521.1382EP:9.9604e\u002B12IA:8213.1543EA:-9.4385e\u002B206MX:324MY:343MZ:-267AX:-9AY:1AZ:-1GX:8GY:-2,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636400,"2023-06-10 23:12:06.482527+00","2023-06-10 23:12:06.482528+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""luix"",""Payload"":""C:1298LT:35.6986LG:-119.5056IT:-15.8546ET:-0.0000IP:51703.8451EP:9.9604e\u002B12IA:5327.2948EA:-9.4385e\u002B206MX:348MY:192MZ:-219AX:-9AY:1AZ:0GX:0GY:-1,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636401,"2023-06-10 23:12:39.187913+00","2023-06-10 23:12:39.187914+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""vns9"",""Payload"":""C:1309LT:35.7011LG:-119.5089IT:-14.9789ET:-0.0000IP:53037.8054EP:9.9604e\u002B12IA:5137.7762EA:-9.4385e\u002B206MX:365MY:93MZ:-290AX:-10AY:0AZ:0GX:13GY:-2,GZ:1"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636402,"2023-06-10 23:12:42.605366+00","2023-06-10 23:12:42.605367+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""e6wu"",""Payload"":""C:1320LT:35.7037LG:-119.5111IT:-14.2663ET:-0.0000IP:54249.6138EP:9.9604e\u002B12IA:4968.9287EA:-9.4385e\u002B206MX:257MY:-47MZ:-306AX:-10AY:1AZ:-1GX:5GY:-3,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636403,"2023-06-10 23:13:22.342174+00","2023-06-10 23:13:22.342175+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""b3fo"",""Payload"":""C:1331LT:35.7059LG:-119.5139IT:-13.6058ET:-0.0000IP:55530.8422EP:9.9604e\u002B12IA:4793.6979EA:-9.4385e\u002B206MX:324MY:336MZ:-267AX:-9AY:1AZ:0GX:-4GY:-1,GZ:-1"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
